dataset,method,grid_runtime_s,n_points,status,mae,rmse,max_err,config
polynomial__outliers25,drv_spline,0.03396709996741265,200,ok,88320.52845748886,332597.91075532633,3030499.237066432,5
polynomial__outliers25,drv_kalman,0.07416289998218417,200,ok,285.57328671525084,336.7597430267111,631.6846168929566,3
polynomial__outliers25,pnd_savgol,0.010008399956859648,200,ok,267.67132063091935,332.6137849449029,934.5683604655912,4
polynomial__outliers25,pnd_butter,0.0014591000508517027,200,ok,427.8231058187774,527.8037688031793,1274.5268826262854,0
polynomial__outliers25,pnd_spectral,0.0007702999282628298,200,ok,457.35385425180533,543.7614992919684,997.2652163381996,0
polynomial__outliers25,pnd_median,0.0007941999938338995,200,ok,271.8121973524829,999.0542172303492,8879.534079610492,3
polynomial__outliers25,pnd_tvr,0.10007459996268153,200,ok,6811.6540779491515,9593.680550156198,31083.624319446677,2
sinusoidal__outliers10,drv_savgol,0.1575171999866143,200,ok,0.6164256582594346,0.9011960480008744,5.141237026767346,7
sinusoidal__outliers10,drv_spline,0.01669339998625219,200,ok,39.71049027369928,85.05368142685586,480.08900741433854,5
sinusoidal__outliers10,drv_kalman,0.08202039997559041,200,ok,0.5939357246546635,0.7178950269289972,2.0335895478000197,2
sinusoidal__outliers10,pnd_savgol,0.008612199919298291,200,ok,0.6267001531643959,0.7710474661124402,2.685519678133117,3
sinusoidal__outliers10,pnd_butter,0.0016474000876769423,200,ok,0.6737122662814073,0.8180994927738683,2.2257011839576517,0
sinusoidal__outliers10,pnd_spectral,0.000813000020571053,200,ok,0.7407680745033142,0.8775253251087907,2.108157914198441,0
sinusoidal__outliers10,pnd_median,0.0007934999885037541,200,ok,0.634115248569716,1.076406476422464,5.091021613706083,1
sinusoidal__outliers10,pnd_tvr,0.08288400003220886,200,ok,7.4422179686976895,13.842362946737268,62.55373226134864,2
sinusoidal__outliers25,drv_savgol,0.1579087000573054,200,ok,0.7999828797353112,1.3639485961270048,8.891120930688002,7
sinusoidal__outliers25,drv_spline,0.023806000011973083,200,ok,75.53953566566983,117.37061746074036,634.3573431818196,5
sinusoidal__outliers25,drv_kalman,0.08028640004340559,200,ok,0.8626031515760724,1.1547079294569431,3.651966236798761,3
sinusoidal__outliers25,pnd_savgol,0.008138900040648878,200,ok,0.6794920882388854,0.8953067521882614,2.995445110999538,4
sinusoidal__outliers25,pnd_butter,0.001614099950529635,200,ok,0.8577874776781295,1.0603267539655943,2.627720138887884,0
sinusoidal__outliers25,pnd_spectral,0.0007166999857872725,200,ok,1.008466037956301,1.168578029255805,2.0028183737547955,0
sinusoidal__outliers25,pnd_median,0.0007042000070214272,200,ok,1.3388147496391338,1.7205275674652,7.847134583164648,3
sinusoidal__outliers25,pnd_tvr,0.07185710000339895,200,ok,12.330708391375902,17.151418381100438,58.40962345195113,2
exponential__outliers10,drv_savgol,0.16005239996593446,200,ok,1.3729603698828847,2.1169780695313944,11.911459509161707,6
exponential__outliers10,drv_spline,0.017233100021257997,200,ok,412.26677535218136,1401.7573679090542,11739.712019770604,5
exponential__outliers10,drv_kalman,0.0771860999520868,200,ok,1.880631819525726,2.307628086798722,4.566748071383454,3
exponential__outliers10,pnd_savgol,0.010519800009205937,200,ok,1.589205605085404,2.041007410045458,4.654943840144354,4
exponential__outliers10,pnd_butter,0.0016584000550210476,200,ok,4.235146344729347,5.290457320737022,16.541645657803247,0
exponential__outliers10,pnd_spectral,0.0008208999643102288,200,ok,4.218743845816396,5.178117597340455,11.849278518925189,0
exponential__outliers10,pnd_median,0.0006881000008434057,200,ok,1.5857727766369194,4.351095133075593,39.54204154870926,1
exponential__outliers10,pnd_tvr,0.22557489993050694,200,ok,56.180774708342476,108.93843034540727,445.58856175746587,2
exponential__outliers25,drv_savgol,0.16218570002820343,200,ok,2.9543890028241138,4.8207588697764185,20.43495561377591,6
exponential__outliers25,drv_spline,0.02930490009021014,200,ok,1097.7943011288628,3787.7603936370106,33897.41313963517,5
exponential__outliers25,drv_kalman,0.08172830007970333,200,ok,3.7544140919554936,4.41523502587666,8.350563043520449,3
exponential__outliers25,pnd_savgol,0.008023099973797798,200,ok,3.5277127543947664,4.370259785735424,12.067937856467264,4
exponential__outliers25,pnd_butter,0.0015752000035718083,200,ok,5.633393977157275,6.977637714921029,16.93228398209563,0
exponential__outliers25,pnd_spectral,0.0007933001033961773,200,ok,5.999814100487092,7.141088379215764,13.075296400640259,0
exponential__outliers25,pnd_median,0.000745900091715157,200,ok,3.934605271121414,14.862603048502187,132.6265396364458,3
exponential__outliers25,pnd_tvr,0.12555440003052354,200,ok,88.66275920821404,124.80130283235704,406.8178930345607,2
projectile__outliers10,drv_savgol,0.16136479994747788,200,ok,24.459451557018316,37.77082642936899,211.05010010203705,6
projectile__outliers10,drv_spline,0.025820799986831844,200,ok,7938.952802847651,29836.467438294872,262612.8054617531,5
projectile__outliers10,drv_kalman,0.07544179994147271,200,ok,35.164057651336265,42.2621493911742,80.8703642353071,3
projectile__outliers10,pnd_savgol,0.008917200029827654,200,ok,28.853294994865383,37.61990434091815,82.12580894813611,4
projectile__outliers10,pnd_butter,0.0016597999492660165,200,ok,70.79530672944264,89.9915640033338,289.9891229082584,0
projectile__outliers10,pnd_spectral,0.0008315999293699861,200,ok,71.44344994141242,88.88308476139163,207.38465375314107,0
projectile__outliers10,pnd_median,0.0007448000833392143,200,ok,21.262044400023793,52.10071442898541,461.9976787897382,1
projectile__outliers10,pnd_tvr,0.13929340010508895,200,ok,976.4439965313742,1880.1467138099333,7746.048936148732,2
projectile__outliers25,drv_savgol,0.15900139999575913,200,ok,51.91221754805967,84.51475748730776,357.4426130509554,6
projectile__outliers25,drv_spline,0.02426400000695139,200,ok,20598.308063543205,77224.18847915709,703124.6175735653,5
projectile__outliers25,drv_kalman,0.07214359997306019,200,ok,64.30895563384702,75.39138661441682,147.70026951413473,3
projectile__outliers25,pnd_savgol,0.010313099948689342,200,ok,61.32633364701064,75.19363705098822,187.83399910508584,4
projectile__outliers25,pnd_butter,0.001675400068052113,200,ok,102.2369280654798,125.08130983543673,308.9350560909503,0
projectile__outliers25,pnd_spectral,0.0007993000326678157,200,ok,103.15181055927522,124.29552138097353,225.91518110056265,0
projectile__outliers25,pnd_median,0.0007712999358773232,200,ok,64.12446701156327,262.8870887205294,2590.157310867447,3
projectile__outliers25,pnd_tvr,0.11163200007285923,200,ok,1512.0397444845405,2126.178765174323,7025.960505861755,2
circular__outliers10,drv_savgol,0.16190469998400658,200,ok,1.0185717653687056,1.6132665535459543,8.18930518936073,7
circular__outliers10,drv_spline,0.020516499993391335,200,ok,89.64443218739073,225.16619114127542,1541.7717080784214,0
circular__outliers10,drv_kalman,0.06890489999204874,200,ok,0.7611099778482879,0.9194579578438675,2.7036155576478964,3
circular__outliers10,pnd_savgol,0.009557100012898445,200,ok,0.7040347940605867,0.8558872765274455,2.568501750602597,4
circular__outliers10,pnd_butter,0.0017203000606968999,200,ok,1.2217677293762599,1.5043912849433436,4.129192829025486,0
circular__outliers10,pnd_spectral,0.0008311999263241887,200,ok,1.2570433361877702,1.5553962262867174,3.699597471698865,0
circular__outliers10,pnd_median,0.0007548000430688262,200,ok,1.319740989693272,2.631754164895524,15.918887950044695,1
circular__outliers10,pnd_tvr,0.09070790000259876,200,ok,13.686701963550968,25.50849671787236,117.98815602956361,2
circular__outliers25,drv_savgol,0.16136449994519353,200,ok,1.3602392614841643,1.6250649342663923,4.815741721689772,6
circular__outliers25,drv_spline,0.023987599997781217,200,ok,191.78786385812475,375.58842075992845,2558.2228780279956,5
circular__outliers25,drv_kalman,0.07256150001194328,200,ok,1.0724856849058386,1.297538422886169,2.6065035975843656,3
circular__outliers25,pnd_savgol,0.008899900014512241,200,ok,1.1142384270201027,1.369141712115174,2.877555072076536,4
circular__outliers25,pnd_butter,0.001635399996303022,200,ok,1.718799927563087,2.1367541716346983,5.36225593545381,0
circular__outliers25,pnd_spectral,0.0007965000113472342,200,ok,1.8411350428302027,2.1822231551008895,4.2143710383497615,0
circular__outliers25,pnd_median,0.0007499000057578087,200,ok,1.9203170506496974,2.512319860066003,11.569447645104484,3
circular__outliers25,pnd_tvr,0.07651759998407215,200,ok,24.204862705895156,33.751487752864975,114.18780999434829,2
chaotic__outliers10,drv_savgol,0.16049389995168895,200,ok,19.504913298955508,26.4058590016835,94.78970484371129,0
chaotic__outliers10,drv_spline,0.019429199979640543,200,ok,287.08513598393483,937.0015141787054,7727.964348421963,5
chaotic__outliers10,drv_kalman,0.07186100003309548,200,ok,20.48776234450336,25.81998609769918,91.37711756349489,0
chaotic__outliers10,pnd_savgol,0.008539399947039783,200,ok,18.5902330653454,26.433624570546225,114.03769841610426,0
chaotic__outliers10,pnd_butter,0.001703999936580658,200,ok,16.51081870799195,22.033482855723598,64.16787300764837,2
chaotic__outliers10,pnd_spectral,0.0008003000402823091,200,ok,18.45965607316161,23.925128686592583,60.71561304056229,2
chaotic__outliers10,pnd_median,0.0007199000101536512,200,ok,11.92894478390901,18.457644802164594,78.02526908301128,0
chaotic__outliers10,pnd_tvr,0.0628854000242427,200,ok,40.08322594176645,70.25703967236967,289.6746358960958,2
chaotic__outliers25,drv_savgol,0.16393289994448423,200,ok,22.885861751169912,29.955239874775685,103.96948747050774,4
chaotic__outliers25,drv_spline,0.030100699979811907,200,ok,635.2200530721263,1826.0568104884662,15048.032743882044,5
chaotic__outliers25,drv_kalman,0.07453049998730421,200,ok,23.254065434818386,29.98875675687369,94.63753175001699,2
chaotic__outliers25,pnd_savgol,0.0076197999296709895,200,ok,23.49294509297752,30.523555271967727,104.96971577178613,3
chaotic__outliers25,pnd_butter,0.0015936000272631645,200,ok,23.108708459820335,29.644244175819757,96.16046855777384,0
chaotic__outliers25,pnd_spectral,0.0008953999495133758,200,ok,23.621758012267065,30.62510532365069,101.6727199333099,0
chaotic__outliers25,pnd_median,0.0007669000187888741,200,ok,21.600507678193324,27.91741360479923,91.16567340829809,1
chaotic__outliers25,pnd_tvr,0.06493429990950972,200,ok,64.05778501196056,89.2927395621245,288.4827438615362,2
constant_velocity__hetero,drv_savgol,0.16674070002045482,200,ok,0.018023121193733744,0.03955242557681556,0.24660804009038095,6
constant_velocity__hetero,drv_spline,0.010059799998998642,200,ok,0.0017919559720661082,0.002047604531456119,0.004539103209300066,3
constant_velocity__hetero,drv_kalman,0.06653170008212328,200,ok,0.02424075923249011,0.03215984307482016,0.07300409047003598,3
constant_velocity__hetero,pnd_savgol,0.007520899991504848,200,ok,0.028772119911382968,0.04411577494435178,0.16703569080885572,4
constant_velocity__hetero,pnd_butter,0.0016004000790417194,200,ok,0.06297552740674908,0.14903565328769686,1.1315809003599615,0
constant_velocity__hetero,pnd_spectral,0.0009634000016376376,200,ok,0.16531839145844127,0.32460404268483123,1.4316240997921597,0
constant_velocity__hetero,pnd_median,0.0006943000480532646,200,ok,0.5344131038650535,0.7422185516877934,2.8321106464994763,0
constant_velocity__hetero,pnd_tvr,0.05972889997065067,200,ok,0.012545897070622319,0.015614358963611774,0.030755271005280527,2
constant_acceleration__hetero,drv_savgol,0.16268199996557087,200,ok,0.018023121193731985,0.039552425576818526,0.24660804009043247,6
constant_acceleration__hetero,drv_spline,0.009468399919569492,200,ok,0.001791955972066211,0.002047604531457593,0.0045391032093070605,3
constant_acceleration__hetero,drv_kalman,0.12159550003707409,200,ok,0.06142761199204154,0.12179094481499506,0.7172440518241068,2
constant_acceleration__hetero,pnd_savgol,0.007312399917282164,200,ok,0.0436497928463397,0.07096152827425015,0.45371430054417183,3
constant_acceleration__hetero,pnd_butter,0.001561200013384223,200,ok,0.1071797748162604,0.21999519800185494,1.2766009325539827,1
constant_acceleration__hetero,pnd_spectral,0.0007633999921381474,200,ok,0.6457560068526366,1.7344758971803953,10.47703388222611,0
constant_acceleration__hetero,pnd_median,0.0006241999799385667,200,ok,0.8384333379923143,2.016054429804806,17.499999999999858,0
constant_acceleration__hetero,pnd_tvr,0.054596300004050136,200,ok,0.16558471323937532,0.20880194242372332,0.6884098557736746,1
polynomial__hetero,drv_savgol,0.1633941000327468,200,ok,0.06201196618083757,0.0876491075427513,0.3552888228704205,5
polynomial__hetero,drv_spline,0.01235789991915226,200,ok,0.1543255914793362,0.25717539859734184,1.4770645577193777,3
polynomial__hetero,drv_kalman,0.07286760001443326,200,ok,0.9512296698015643,5.331939490179563,52.944177172990294,0
polynomial__hetero,pnd_savgol,0.008526699966751039,200,ok,0.35534409037681186,1.0027111647737204,11.514134377100504,0
polynomial__hetero,pnd_butter,0.0028572999872267246,200,ok,0.2455507845417017,0.482967739599914,3.1731776983968984,2
polynomial__hetero,pnd_spectral,0.0015608000103384256,200,ok,31.67657334686493,125.17309433894569,1194.0953165427193,2
polynomial__hetero,pnd_median,0.001303300028666854,200,ok,11.443008752871197,92.14895546512834,884.0000000000023,0
polynomial__hetero,pnd_tvr,0.26230760000180453,200,ok,0.7319135871543331,1.5663183875081597,15.117482968818763,0
sinusoidal__hetero,drv_savgol,0.1574491000501439,200,ok,0.057553278569559566,0.07655975180951402,0.31135743541165795,5
sinusoidal__hetero,drv_spline,0.010667200083844364,200,ok,0.17657682701914587,0.3499281998961074,2.1770532662559785,3
sinusoidal__hetero,drv_kalman,0.07602000003680587,200,ok,0.07971316275939434,0.15978408232230412,0.945012472387672,1
sinusoidal__hetero,pnd_savgol,0.008555199950933456,200,ok,0.11119978840198931,0.16568131163277955,1.0550485901125588,1
sinusoidal__hetero,pnd_butter,0.0016365000046789646,200,ok,0.07769329324228776,0.11171407167422405,0.5214927561337317,1
sinusoidal__hetero,pnd_spectral,0.0008447000291198492,200,ok,0.17141578467500018,0.337702197670364,1.9421416649011398,1
sinusoidal__hetero,pnd_median,0.0008084001019597054,200,ok,0.4395670928950601,0.5960374256193367,2.4133681723834197,1
sinusoidal__hetero,pnd_tvr,0.07078560010995716,200,ok,0.24154183073629668,0.3093550550892783,0.9932890746276144,2
exponential__hetero,drv_savgol,0.16268870001658797,200,ok,0.044000938694647426,0.0870056426903703,0.5877397655259315,7
exponential__hetero,drv_spline,0.010117700090631843,200,ok,0.06676355743558722,0.1179767716922966,0.5846048317389663,3
exponential__hetero,drv_kalman,0.07538010005373508,200,ok,0.05395534808977791,0.13824420016100283,1.0827338652992484,2
exponential__hetero,pnd_savgol,0.008951499941758811,200,ok,0.037000121375513256,0.06536071015656503,0.4951528599184556,3
exponential__hetero,pnd_butter,0.0016292000655084848,200,ok,0.09126430341595995,0.16366950313389644,0.9767694635146089,1
exponential__hetero,pnd_spectral,0.0007786999922245741,200,ok,0.3382849277198897,0.909767798222078,5.7069728220344675,0
exponential__hetero,pnd_median,0.0006852999795228243,200,ok,0.6314240290124493,1.2171811464903803,9.27232654843381,0
exponential__hetero,pnd_tvr,0.08223470009397715,200,ok,0.11954593483246896,0.1776314850336233,0.8104999955811376,2
projectile__hetero,drv_savgol,0.17170389997772872,200,ok,0.018023121193741044,0.03955242557679678,0.24660804009025128,6
projectile__hetero,drv_spline,0.00945859996136278,200,ok,0.0017919559720560268,0.002047604531430994,0.004539103209191708,3
projectile__hetero,drv_kalman,0.10771700006444007,200,ok,0.1300426433121255,0.3000224255224479,2.018654803463164,0
projectile__hetero,pnd_savgol,0.009179100045002997,200,ok,0.09749106374837212,0.23333060065562974,1.5573818558384716,2
projectile__hetero,pnd_butter,0.001657299930229783,200,ok,0.19158621249775012,0.29050953492302445,1.7954887246674929,2
projectile__hetero,pnd_spectral,0.0007956000044941902,200,ok,3.5518619369285602,8.977247535167608,53.74340362784087,0
projectile__hetero,pnd_median,0.000736100017093122,200,ok,1.723840865504819,9.372046675919645,88.90746668257341,0
projectile__hetero,pnd_tvr,0.06075489998329431,200,ok,0.37463931869740036,0.4957057652831535,1.9352282777642928,0
circular__hetero,drv_savgol,0.1658195999916643,200,ok,0.06278029052816796,0.08698337371851719,0.3378066747863566,5
circular__hetero,drv_spline,0.012300799950025976,200,ok,0.14779934857580457,0.19602837420697192,0.7581731788604533,3
circular__hetero,drv_kalman,0.0678563000401482,200,ok,0.09783278713740666,0.16025450478497105,0.8379659313616976,0
circular__hetero,pnd_savgol,0.008886100025847554,200,ok,0.11487073846186105,0.1560078004041591,0.5810822430914946,1
circular__hetero,pnd_butter,0.0016199999954551458,200,ok,0.08491977076770225,0.12271864050052676,0.7072628411521893,1
circular__hetero,pnd_spectral,0.000879499944858253,200,ok,0.14706033540332522,0.22601454504376317,0.8205767146974099,0
circular__hetero,pnd_median,0.0008636000566184521,200,ok,0.5462065952365476,0.7920315226180951,3.1029065060580745,0
circular__hetero,pnd_tvr,0.06478110002353787,200,ok,0.20978432278816192,0.2829343531393869,0.9751334163355723,1
chaotic__hetero,drv_savgol,0.16572079993784428,200,ok,4.903927932989041,8.004021284463844,41.839114434521065,1
chaotic__hetero,drv_spline,0.012146799941547215,200,ok,1.660284861128545,2.5224376236984205,18.507839659518616,2
chaotic__hetero,drv_kalman,0.07723960001021624,200,ok,18.78665395370867,24.248388510112605,88.13002039942715,0
chaotic__hetero,pnd_savgol,0.00857109995558858,200,ok,8.403548643355231,12.635752190653692,59.0639119578087,0
chaotic__hetero,pnd_butter,0.001617099973373115,200,ok,4.051108733387691,6.786304109699657,38.7941253127114,3
chaotic__hetero,pnd_spectral,0.0008026000577956438,200,ok,2.494273634190169,4.427830803389689,29.762897418072512,3
chaotic__hetero,pnd_median,0.0006813000654801726,200,ok,5.924107132177772,9.628415029235793,60.41415000168791,0
chaotic__hetero,pnd_tvr,0.060066199977882206,200,ok,3.4023211609705997,5.479424650601958,28.937301764725746,0
